albedo_01,albedo_02,albedo_03,albedo_04,CHL_a
0.0333999991416931,0.0278999991714954,0.0186000000685453,0.017799999564886,0.3
0.0657000020146369,0.0566999986767768,0.0478999987244606,0.0489999987185001,0.3
0.17009998857975,0.159699991345405,0.152699992060661,0.170699998736381,0.4
0.227299988269805,0.216600000858306,0.211899995803833,0.234799996018409,0.6
0.090999998152256,0.0822999998927116,0.0670999959111213,0.0802999958395957,0.4
0.227399989962577,0.225999996066093,0.216899991035461,0.261900007724761,0.5
0.0631999969482421,0.0542999990284442,0.0399999991059303,0.0427999980747699,0.9
0.0639000013470649,0.0581999979913234,0.0498999990522861,0.0585999973118305,0.6
0.0030999998562037,0.0026999998372048,0.00179999996908,0.0023000000510364,0.8
0.0002999999851454,0.0,0.0005999999702908,0.0013999999500811,0.3
0.0,0.0,0.0,0.0009999999310821,0.6
0.0093999998643994,0.0083999997004866,0.0054999999701976,0.0049999998882412,0.6
0.0005999999702908,0.0005999999702908,0.0005999999702908,0.0003999999898951,0.5
0.0006999999750405,9.99999974737e-05,9.99999974737e-05,0.0,0.6
0.0,9.99999974737e-05,0.0,0.0,0.4
0.0030999998562037,0.0027999999001622,0.0027999999001622,0.0020999999251216,1.3
0.0,9.99999974737e-05,0.0003999999898951,0.0,1.3
9.99999974737e-05,0.0,0.0,0.0,0.9
0.0,0.0002999999851454,0.0,0.0,1.2
0.0002999999851454,0.0,0.0,0.0,0.6
9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.6
0.0,9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.6
0.0110999997705221,0.0092000002041459,0.0065999999642372,0.0064999996684491,0.3
0.0,0.0,0.0,0.0,0.1
0.0,0.0,0.0,0.0002999999851454,0.4
0.0,0.0,0.0,0.0003999999898951,0.3
0.0002999999851454,9.99999974737e-05,0.0,0.0003999999898951,0.3
0.0003999999898951,0.0,9.99999974737e-05,0.0006999999750405,0.6
0.0,9.99999974737e-05,0.0,0.0,1.2
0.0124999992549419,0.0104000000283122,0.0071999998763203,0.0057999999262392,0.3
0.0,0.0002999999851454,9.99999974737e-05,0.0,2.6
9.99999974737e-05,0.0,0.0,0.0,2.5
0.0,9.99999974737e-05,0.0,9.99999974737e-05,9.6
9.99999974737e-05,0.0,0.0001999999949475,0.0,2.7
9.99999974737e-05,9.99999974737e-05,0.000499999965541,0.0,0.7
0.0066999997943639,0.0063000000081956,0.0056999996304512,0.0082000000402331,0.2
0.00089999998454,0.0003999999898951,0.00089999998454,0.0016999999061226,0.1
0.0,0.0,0.0001999999949475,0.0,0.3
9.99999974737e-05,9.99999974737e-05,0.0003999999898951,0.0006999999750405,0.2
0.0,0.0,0.0,0.0,0.3
9.99999974737e-05,9.99999974737e-05,0.0001999999949475,0.00089999998454,0.3
0.048599999397993,0.0430999994277954,0.035700000822544,0.0394999980926513,0.2
0.0010999999940395,0.0005999999702908,0.0005999999702908,0.0003999999898951,0.3
0.0003999999898951,0.0,0.0,0.0002999999851454,0.3
0.0,0.0,0.0003999999898951,0.0,0.2
0.0002999999851454,0.0,0.0001999999949475,0.0009999999310821,1.2
0.0,0.0002999999851454,0.0,0.0006999999750405,1.3
9.99999974737e-05,0.0,0.0001999999949475,0.0,1.3
0.0056999996304512,0.005099999718368,0.0028999999631196,0.0020999999251216,0.9
0.00089999998454,0.001300000003539,0.0006999999750405,0.001300000003539,1.6
9.99999974737e-05,0.0,0.0,0.0,1.4
0.128899991512298,0.120799995958805,0.114099994301795,0.126599997282028,0.2
0.0370000004768371,0.0340999998152256,0.0307000000029802,0.0386999994516372,0.2
0.144599989056587,0.135399997234344,0.126100003719329,0.141099989414215,1.1
0.0816999971866607,0.0742999985814094,0.0635000020265579,0.0692000016570091,1.2
0.02449999935925,0.0229000002145767,0.0229000002145767,0.0370000004768371,1.3
0.0033999998122453,0.0031999999191612,0.0024999999441206,0.003000000026077,0.3
0.0142000000923871,0.0124999992549419,0.0093999998643994,0.0087000001221895,0.3
0.0319999977946281,0.0274999998509883,0.0214999988675117,0.0243999995291233,0.3
0.1013999953866,0.095100000500679,0.0859999954700469,0.0894999951124191,0.3
0.0538999997079372,0.0491999983787536,0.04449999704957,0.0618999972939491,0.3
0.389399975538253,0.376899987459182,0.374099999666213,0.406299978494644,0.4
0.253299981355667,0.24499998986721,0.246500000357627,0.277099996805191,0.3
0.0,0.0002999999851454,0.0001999999949475,9.99999974737e-05,0.6
9.99999974737e-05,9.99999974737e-05,0.0001999999949475,0.0,0.3
0.183799996972084,0.17289999127388,0.168799996376037,0.191399991512298,0.2
0.0,9.99999974737e-05,0.0,0.0,0.2
0.158399999141693,0.149099990725517,0.146799996495246,0.162299990653991,0.3
0.209199994802474,0.197999998927116,0.19319999217987,0.21289999783039,0.2
0.0995000004768371,0.0841000005602836,0.0436999984085559,0.0220999997109174,0.9
0.100499995052814,0.0848999992012977,0.0581000000238418,0.102699995040893,0.7
0.0960999950766563,0.0822999998927116,0.0557999983429908,0.0606999993324279,1.1
0.090499997138977,0.0772999972105026,0.0510999970138072,0.0310999993234872,0.6
0.0834999978542327,0.0712999999523162,0.0425000004470348,0.0211999993771314,0.6
0.0802999958395957,0.0678000003099441,0.0423000007867813,0.0224999990314245,0.7
0.0528999976813793,0.0452999994158744,0.0305999983102083,0.0191999990493059,0.7
9.99999974737e-05,0.0,9.99999974737e-05,0.0,6.1
9.99999974737e-05,0.0003999999898951,0.0,0.0006999999750405,2.8
9.99999974737e-05,0.0,0.0,0.0,4
0.0003999999898951,9.99999974737e-05,0.0,0.0003999999898951,3.4
0.0772999972105026,0.0693999975919723,0.0561999976634979,0.0539999976754188,1.8
0.104800000786781,0.0938999950885772,0.0734999999403953,0.0711999982595443,1.8
0.127800002694129,0.119199998676776,0.0929000005125999,0.0929000005125999,1.5
0.0737999975681304,0.0618999972939491,0.0381000004708766,0.0243999995291233,1.3
0.103799998760223,0.0907999947667121,0.0654999986290931,0.0513000003993511,1.2
0.118000000715255,0.103399999439716,0.0687000006437301,0.0548999980092048,1.2
0.136999994516372,0.119300000369548,0.0791999995708465,0.0698999986052513,1.1
0.13409999012947,0.117299996316432,0.0856999978423118,0.0537000000476837,2
0.0816999971866607,0.0700999945402145,0.0498999990522861,0.0401999987661838,0.8
0.0719999969005584,0.0625,0.0458000004291534,0.0319999977946281,0.8
0.0657999962568283,0.0575999990105628,0.043199997395277,0.0324999988079071,0.8
0.157600000500679,0.142099991440773,0.115899994969367,0.115899994969367,2.2
0.168399989604949,0.152599990367889,0.129099994897842,0.118400000035762,1.8
0.113899998366832,0.0993999987840652,0.0702999979257583,0.0568000003695487,1.3
0.270999997854232,0.264400005340576,0.261500000953674,0.307699978351593,1.4
0.0992999970912933,0.0874999985098838,0.0600999966263771,0.0406999997794628,2.2
0.0793000012636184,0.0702999979257583,0.0530999973416328,0.0425000004470348,2.2
0.0015999999595806,0.001300000003539,0.0006999999750405,0.00089999998454,5.8
9.99999974737e-05,9.99999974737e-05,0.0006999999750405,0.0006999999750405,8.6
0.0,0.0003999999898951,9.99999974737e-05,0.0002999999851454,2.1
0.0,0.0003999999898951,0.0,0.00089999998454,3.6
9.99999974737e-05,9.99999974737e-05,0.0001999999949475,0.0003999999898951,5
0.0002999999851454,0.0003999999898951,0.0001999999949475,0.0,8.6
0.0,9.99999974737e-05,0.0,0.0002999999851454,<0.1
0.0,0.0,0.0,0.0,0.1
0.0,9.99999974737e-05,0.0005999999702908,0.00089999998454,<0.1
0.0002999999851454,9.99999974737e-05,0.0005999999702908,0.0,0.2
0.373499989509582,0.36049997806549,0.34180000424385,0.377599984407424,0.2
0.343299984931945,0.322299987077713,0.312099993228912,0.327099978923797,0.2
0.200699999928474,0.191100001335144,0.187399998307228,0.212799996137619,0.2
0.0215999986976385,0.0176999997347593,0.0122999995946884,0.0154999997466802,0.3
0.0009999999310821,0.00089999998454,0.0006999999750405,0.0002999999851454,0.4
9.99999974737e-05,0.0,0.0003999999898951,0.0003999999898951,0.3
0.0697999969124794,0.0680999979376792,0.0618999972939491,0.0746999979019165,0.4
0.217799991369247,0.20780000090599,0.204199999570846,0.222199991345405,0.2
0.454799979925155,0.451700001955032,0.450599998235702,0.492799997329711,0.4
0.0,9.99999974737e-05,0.000499999965541,0.0003999999898951,0.9
0.0,9.99999974737e-05,9.99999974737e-05,0.0,1
9.99999974737e-05,0.0,0.0002999999851454,0.0010999999940395,0.7
0.0,9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,2.2
0.0002999999851454,0.0005999999702908,0.0,0.0,1.1
0.0,0.0003999999898951,0.0,0.0,1.7
0.0003999999898951,0.0,0.0005999999702908,0.0,0.4
0.0,9.99999974737e-05,0.0,0.0002999999851454,1
0.0,0.0,0.0,0.0,1.2
0.0,0.0,0.0002999999851454,0.0005999999702908,10
9.99999974737e-05,0.0,0.0,0.0002999999851454,9.3
0.0,9.99999974737e-05,0.0,0.0,0.3
0.0,0.0,0.0,0.0,0.3
0.0,0.0002999999851454,9.99999974737e-05,0.00089999998454,0.3
9.99999974737e-05,0.0,0.0002999999851454,0.0,0.2
0.0,0.0002999999851454,0.0,0.0,0.3
0.0,0.0,0.000499999965541,0.0005999999702908,0.2
9.99999974737e-05,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.4
0.0013999999500811,0.001300000003539,0.0013999999500811,0.00089999998454,0.6
0.0137000000104308,0.0111999996006488,0.0074000000022351,0.0074999998323619,0.5
0.0063000000081956,0.0053999996744096,0.0037999998312443,0.00429999968037,0.5
0.0676999986171722,0.0557999983429908,0.0318999998271465,0.0309999994933605,0.2
0.0496999993920326,0.0403000004589557,0.029399998486042,0.0341999977827072,0.4
0.0,0.0,0.0005999999702908,0.0,0.7
0.0,9.99999974737e-05,0.0002999999851454,0.0005999999702908,1.4
0.0295000001788139,0.0232999995350837,0.0138999996706843,0.0093000000342726,0.3
0.0,0.0,0.0,0.0003999999898951,0.5
0.0215999986976385,0.017799999564886,0.0115000000223517,0.0089999996125698,0.3
0.0474999994039535,0.0409999974071979,0.031700000166893,0.0462999977171421,0.2
0.263899981975555,0.250200003385543,0.243099987506866,0.260699987411499,0.6
0.423999994993209,0.411300003528594,0.405099987983703,0.44659999012947,0.8
0.239799991250038,0.226399987936019,0.214599996805191,0.229099988937377,0.5
0.314099997282028,0.309300005435943,0.319099992513656,0.361200004816055,0.6
0.193599998950958,0.181500002741813,0.17629998922348,0.174099996685981,0.5
0.143500000238418,0.126499995589256,0.116399995982646,0.113899998366832,0.5
0.0425999984145164,0.0383999980986118,0.0344999991357326,0.0425999984145164,0.4
0.0037000000011175,0.0030999998562037,0.0034999998752027,0.0047999997623264,0.9
9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.0002999999851454,2.8
9.99999974737e-05,9.99999974737e-05,0.0002999999851454,0.0,1.7
0.0,0.0,0.0,0.0006999999750405,4.2
0.0,0.0003999999898951,0.0,0.0002999999851454,1.9
0.0,0.0,0.0,0.0,0.3
0.0002999999851454,0.0,0.000499999965541,0.0,0.3
0.0,9.99999974737e-05,0.0,0.0,0.5
0.0,0.0,0.0001999999949475,0.0,0.3
0.0002999999851454,9.99999974737e-05,0.0002999999851454,0.0,0.5
9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.5
0.0,9.99999974737e-05,0.0001999999949475,0.0,0.5
0.0002999999851454,0.0,0.0,0.0,0.3
0.0,0.0,0.0,9.99999974737e-05,0.5
9.99999974737e-05,0.0,9.99999974737e-05,0.0,0.8
9.99999974737e-05,0.0,0.0001999999949475,0.0,1.7
0.0,9.99999974737e-05,0.0,0.0003999999898951,0.9
0.0150999994948506,0.0139999995008111,0.011799999512732,0.016499999910593,1.9
0.0005999999702908,0.0009999999310821,0.0005999999702908,0.0006999999750405,1.8
0.0,0.0,0.0,0.0,1.4
0.0570999979972839,0.0513000003993511,0.0427000001072883,0.0471999980509281,0.1
0.0,0.0,0.0,9.99999974737e-05,0.6
9.99999974737e-05,9.99999974737e-05,0.0,0.0,0.3
9.99999974737e-05,0.0,0.0,0.0,0.7
0.0,0.0,0.0001999999949475,0.0,1.1
0.0,0.0002999999851454,0.0,0.0002999999851454,3.4
0.0,0.0,0.0001999999949475,0.0,0.4
9.99999974737e-05,0.0003999999898951,0.0001999999949475,0.0006999999750405,0.3
0.0780999958515167,0.0683000013232231,0.0548999980092048,0.0434999987483024,1.2
0.0564999990165233,0.0499999970197677,0.0405999980866909,0.0399999991059303,0.6
0.026300000026822,0.0229000002145767,0.0186999998986721,0.0184000004082918,0.4
0.0,9.99999974737e-05,0.0,0.0003999999898951,<0.1
9.99999974737e-05,0.0,0.0003999999898951,0.0003999999898951,<0.1
0.0592000000178813,0.0559999980032444,0.0533999986946582,0.0687000006437301,0.7
0.0676999986171722,0.0575999990105628,0.0425999984145164,0.0408999994397163,0.1
0.166899994015693,0.154100000858306,0.148900002241134,0.157899990677833,<0.1
0.0,0.0002999999851454,0.0,0.001300000003539,1
9.99999974737e-05,0.0,0.0,0.0,1.2
9.99999974737e-05,0.0,0.0,0.0,1.3
0.0003999999898951,0.0002999999851454,0.0,9.99999974737e-05,1.2
0.0406999997794628,0.0361999981105327,0.033900000154972,0.0361000001430511,0.4
0.0706999972462654,0.0657000020146369,0.0615999996662139,0.0728999972343444,0.9
0.0706999972462654,0.0657000020146369,0.0615999996662139,0.0728999972343444,1.1
0.0741999968886375,0.0644999966025352,0.0513999983668327,0.0487999990582466,2.7
0.158099994063377,0.155299991369247,0.149899989366531,0.179600000381469,1.3
0.126800000667572,0.112999998033046,0.100099995732307,0.100199997425079,1.3
0.18019999563694,0.174400001764297,0.159299999475479,0.168899998068809,1.3
0.0998999997973442,0.0857999995350837,0.0626000016927719,0.0361000001430511,1.5
0.284299999475479,0.270500004291534,0.259799987077713,0.287000000476837,0.9
0.297399997711181,0.284299999475479,0.27590000629425,0.306799978017807,0.8
0.291799992322921,0.281100004911422,0.279699981212615,0.310799986124038,0.6
0.333599984645843,0.323199987411499,0.320099979639053,0.372099995613098,0.8
0.249699994921684,0.239799991250038,0.229099988937377,0.258300006389617,0.9
0.166500002145767,0.152400001883506,0.138400003314018,0.142099991440773,0.6
0.0546999983489513,0.0510999970138072,0.0489999987185001,0.0696000009775161,0.8
0.0005999999702908,0.0003999999898951,0.0,0.00089999998454,1.9
0.0002999999851454,0.0002999999851454,0.0,0.0,0.9
9.99999974737e-05,0.0003999999898951,0.0,0.0,1.1
0.0,0.0,0.0,9.99999974737e-05,1.4
0.0,9.99999974737e-05,0.000499999965541,0.0,1.5
9.99999974737e-05,0.0,0.0001999999949475,0.0,<0.1
0.0002999999851454,0.0002999999851454,0.0,0.0,<0.1
9.99999974737e-05,0.0,0.0001999999949475,0.0,<0.1
0.0002999999851454,0.0,0.000499999965541,0.0,<0.1
0.608200013637542,0.594099998474121,0.596899986267089,0.640899956226348,0.3
0.49899998307228,0.484200000762939,0.486699998378753,0.527199983596801,<0.1
0.18529999256134,0.184900000691413,0.19539999961853,0.247699990868568,<0.1
9.99999974737e-05,0.0,0.000499999965541,0.0,<0.1
0.0507999993860721,0.0469999983906745,0.0449000000953674,0.060199998319149,0.8
0.0115000000223517,0.0103000001981854,0.0076999999582767,0.0089999996125698,1.3
0.0,0.0002999999851454,0.0,9.99999974737e-05,2.1
0.0,0.0,0.0003999999898951,9.99999974737e-05,1.7
0.0414999984204769,0.0353999994695186,0.0252000000327825,0.0208000000566244,1.2
0.0005999999702908,0.0002999999851454,0.0002999999851454,0.0005999999702908,1.2
0.0123999994248151,0.0107999993488192,0.0082999998703598,0.0115000000223517,1.2
9.99999974737e-05,0.0,0.0003999999898951,0.0,3.2
0.0204999987035989,0.0169999990612268,0.0127999996766448,0.0160999987274408,0.6
0.0030999998562037,0.002199999988079,0.0018999999156221,0.0027999999001622,3
9.99999974737e-05,9.99999974737e-05,0.0,0.0,4.4
0.0209999997168779,0.0182999987155199,0.0158999990671873,0.022699998691678,1
0.0002999999851454,0.0005999999702908,0.0006999999750405,0.0,56.3
0.0,0.0,0.0,0.0006999999750405,3.5
0.0,9.99999974737e-05,0.0001999999949475,0.0,3.4
0.0,9.99999974737e-05,0.0001999999949475,0.0,2.4
0.066100001335144,0.0595999993383884,0.0502999983727931,0.0548999980092048,0.2
0.0542999990284442,0.0515000000596046,0.0531999990344047,0.0885999947786331,0.1
0.0024999999441206,0.0018999999156221,0.0015999999595806,0.0024999999441206,0.2
0.0002999999851454,0.0,9.99999974737e-05,0.0002999999851454,0.3
0.0179999992251396,0.0145999994128942,0.0085999993607401,0.0083999997004866,0.3
0.0385999977588653,0.0348999984562397,0.0333999991416931,0.0533999986946582,0.2
0.0006999999750405,0.0005999999702908,0.000499999965541,0.001300000003539,0.5
0.0072999997064471,0.0067999996244907,0.0060999998822808,0.0054999999701976,0.4
9.99999974737e-05,0.0,0.0,0.0002999999851454,0.5
0.0,0.0,0.0002999999851454,0.0,0.1
0.0002999999851454,9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.5
0.0002999999851454,0.0002999999851454,0.0,0.0003999999898951,0.6
0.0257999990135431,0.0214999988675117,0.0167999994009733,0.0215999986976385,0.5
0.0,0.0,9.99999974737e-05,0.0,0.4
0.0002999999851454,0.0,0.0,0.0,0.7
0.0,0.0002999999851454,0.0,0.0,1.6
0.0,0.0,0.0,0.00089999998454,1.9
0.0134999994188547,0.0110999997705221,0.0077999997884035,0.0078999996185302,1.6
0.0635999962687492,0.0559000000357627,0.0414999984204769,0.0309999994933605,1.2
0.0466999970376491,0.0409999974071979,0.0313000008463859,0.0292999986559152,1.6
0.0,0.0002999999851454,9.99999974737e-05,0.0,2.1
0.305399984121322,0.294699996709823,0.290399998426437,0.333700001239776,0.2
0.0258999988436698,0.0212999992072582,0.0142999999225139,0.0152999991551041,0.4
9.99999974737e-05,0.0,0.0,0.0003999999898951,0.5
0.204199999570846,0.194399997591972,0.193099990487098,0.221999987959861,0.1
0.0133999995887279,0.0106999995186924,0.006000000052154,0.0054999999701976,0.2
0.0,0.0,0.0006999999750405,0.0006999999750405,3
0.0,0.0,0.0,0.0,3.2
0.0,0.0002999999851454,0.0002999999851454,0.0,3.1
0.0933999940752983,0.0887999981641769,0.0835999995470046,0.100599996745586,2.3
0.105799995362758,0.0979999974370002,0.09009999781847,0.0855999961495399,1.3
0.0806999951601028,0.0693999975919723,0.0517999976873397,0.045499999076128,0.9
0.137299999594688,0.124099999666213,0.0995999947190284,0.0806000009179115,1.9
0.128499999642372,0.114699997007846,0.0881000012159347,0.0693999975919723,3.2
0.153699994087219,0.137599989771842,0.100299999117851,0.0800999999046325,1.6
0.121299996972084,0.102799996733665,0.0579000003635883,0.0315000005066394,1.8
0.133799999952316,0.116099998354911,0.0766000002622604,0.0438999980688095,2.9
0.0002999999851454,0.0002999999851454,0.0,0.0,1.1
0.0,0.0002999999851454,0.0003999999898951,0.0,1.1
0.0,0.0,9.99999974737e-05,0.0,0.8
0.0,0.0,9.99999974737e-05,0.0003999999898951,0.8
0.0002999999851454,0.0,9.99999974737e-05,0.0,0.4
0.0131000000983476,0.0115999998524785,0.0093000000342726,0.0118999993428587,1
0.106299996376037,0.0939999967813491,0.0684999972581863,0.0548000000417232,1.2
0.120799995958805,0.104899995028972,0.0714000016450881,0.0546000003814697,1.6
0.115399993956089,0.0977999940514564,0.0621999986469745,0.0418999977409839,2.1
0.114499993622303,0.0947999954223632,0.045499999076128,0.0281999986618757,1.8
0.207499995827674,0.192999988794326,0.163399994373321,0.19990000128746,1.5
0.127000004053115,0.106699995696544,0.0577999986708164,0.0344999991357326,3.5
0.0896999984979629,0.0804999992251396,0.0736000016331672,0.0826999992132186,<0.1
0.0781999975442886,0.0687000006437301,0.0574999973177909,0.0648999959230422,0.1
0.114399999380111,0.104399994015693,0.0901999995112419,0.0979999974370002,0.2
0.208700001239776,0.197999998927116,0.187199994921684,0.212200000882148,<0.1
0.150799989700317,0.139899998903274,0.125699996948242,0.144299998879432,0.1
0.116499997675418,0.0992999970912933,0.0697999969124794,0.0837999954819679,0.2
0.167199999094009,0.151099994778633,0.131599992513656,0.14869999885559,<0.1
0.0,0.0,9.99999974737e-05,9.99999974737e-05,<0.1
0.0,0.0,0.0003999999898951,0.0002999999851454,<0.1
0.0003999999898951,0.0002999999851454,0.000499999965541,0.0,<0.1
0.183799996972084,0.171099990606307,0.155599996447563,0.168099999427795,<0.1
9.99999974737e-05,9.99999974737e-05,0.0,0.0,<0.1
9.99999974737e-05,9.99999974737e-05,0.0,0.0,0.2
0.231399998068809,0.217899993062019,0.207199990749359,0.230599999427795,0.1
0.0,9.99999974737e-05,9.99999974737e-05,0.0003999999898951,0.2
0.0006999999750405,0.0003999999898951,9.99999974737e-05,0.0,0.1
9.99999974737e-05,0.0,0.0001999999949475,9.99999974737e-05,0.1
9.99999974737e-05,0.0003999999898951,0.0,9.99999974737e-05,0.2
9.99999974737e-05,9.99999974737e-05,9.99999974737e-05,0.0,<0.1
0.197999998927116,0.184299990534782,0.167699992656707,0.197599992156028,<0.1
0.0002999999851454,0.0002999999851454,0.0003999999898951,0.00089999998454,<0.1
0.0127999996766448,0.0098999999463558,0.0066999997943639,0.005899999756366,<0.1
0.0011999999405816,0.0005999999702908,0.0010999999940395,0.0007999999797903,<0.1
